Round,State,Agent1_Type,Agent2_Type,Agent1_ExpPayoff,Agent2_ExpPayoff,Agent1_Payoff,Agent2_Payoff,Agent1_Action,Agent2_Action,Agent1_Regret,Agent2_Regret,Agent1_Belief,Agent2_Belief,Agent1_Visits,Agent2_Visits
85,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9883720930232558,0.9883720930232558,1.0,1.0,1,0,-4.037365647444023,-4.037365647444023,"[0.9884, 0.0116]","[0.0116, 0.9884]",85,85
86,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9885057471264368,0.9885057471264368,1.0,1.0,1,0,-4.048859900317586,-4.048859900317586,"[0.9885, 0.0115]","[0.0115, 0.9885]",86,86
87,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9886363636363636,0.9886363636363636,1.0,1.0,1,0,-4.060223536681223,-4.060223536681223,"[0.9886, 0.0114]","[0.0114, 0.9886]",87,87
88,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9887640449438202,0.9887640449438202,1.0,1.0,1,0,-4.071459491737403,-4.071459491737403,"[0.9888, 0.0112]","[0.0112, 0.9888]",88,88
89,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9888888888888889,0.9888888888888889,1.0,1.0,1,0,-4.082570602848514,-4.082570602848514,"[0.9889, 0.0111]","[0.0111, 0.9889]",89,89
90,0,FictitiousPlayAgent,FictitiousPlayAgent,0.989010989010989,0.989010989010989,1.0,1.0,1,0,-4.093559613837525,-4.093559613837525,"[0.989, 0.011]","[0.011, 0.989]",90,90
91,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9891304347826086,0.9891304347826086,1.0,1.0,1,0,-4.104429179054916,-4.104429179054916,"[0.9891, 0.0109]","[0.0109, 0.9891]",91,91
92,0,FictitiousPlayAgent,FictitiousPlayAgent,0.989247311827957,0.989247311827957,1.0,1.0,1,0,-4.115181867226959,-4.115181867226959,"[0.9892, 0.0108]","[0.0108, 0.9892]",92,92
93,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9893617021276596,0.9893617021276596,1.0,1.0,1,0,-4.1258201650993,-4.1258201650993,"[0.9894, 0.0106]","[0.0106, 0.9894]",93,93
94,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9894736842105263,0.9894736842105263,1.0,1.0,1,0,-4.136346480888774,-4.136346480888774,"[0.9895, 0.0105]","[0.0105, 0.9895]",94,94
95,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9895833333333334,0.9895833333333334,1.0,1.0,1,0,-4.146763147555441,-4.146763147555441,"[0.9896, 0.0104]","[0.0104, 0.9896]",95,95
96,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9896907216494846,0.9896907216494846,1.0,1.0,1,0,-4.157072425905956,-4.157072425905956,"[0.9897, 0.0103]","[0.0103, 0.9897]",96,96
97,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9897959183673469,0.9897959183673469,1.0,1.0,1,0,-4.16727650753861,-4.16727650753861,"[0.9898, 0.0102]","[0.0102, 0.9898]",97,97
98,0,FictitiousPlayAgent,FictitiousPlayAgent,0.98989898989899,0.98989898989899,1.0,1.0,1,0,-4.17737751763962,-4.17737751763962,"[0.9899, 0.0101]","[0.0101, 0.9899]",98,98
99,0,FictitiousPlayAgent,FictitiousPlayAgent,0.99,0.99,1.0,1.0,1,0,-4.18737751763962,-4.18737751763962,"[0.99, 0.01]","[0.01, 0.99]",99,99
100,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9900990099009901,0.9900990099009901,1.0,1.0,1,0,-4.19727850773863,-4.19727850773863,"[0.9901, 0.0099]","[0.0099, 0.9901]",100,100
101,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9901960784313726,0.9901960784313726,1.0,1.0,1,0,-4.207082429307257,-4.207082429307257,"[0.9902, 0.0098]","[0.0098, 0.9902]",101,101
102,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9902912621359223,0.9902912621359223,1.0,1.0,1,0,-4.216791167171335,-4.216791167171335,"[0.9903, 0.0097]","[0.0097, 0.9903]",102,102
103,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9903846153846154,0.9903846153846154,1.0,1.0,1,0,-4.22640655178672,-4.22640655178672,"[0.9904, 0.0096]","[0.0096, 0.9904]",103,103
104,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9904761904761905,0.9904761904761905,1.0,1.0,1,0,-4.23593036131053,-4.23593036131053,"[0.9905, 0.0095]","[0.0095, 0.9905]",104,104
105,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9905660377358491,0.9905660377358491,1.0,1.0,1,0,-4.24536432357468,-4.24536432357468,"[0.9906, 0.0094]","[0.0094, 0.9906]",105,105
106,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9906542056074766,0.9906542056074766,1.0,1.0,1,0,-4.254710117967203,-4.254710117967203,"[0.9907, 0.0093]","[0.0093, 0.9907]",106,106
107,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9907407407407407,0.9907407407407407,1.0,1.0,1,0,-4.263969377226463,-4.263969377226463,"[0.9907, 0.0093]","[0.0093, 0.9907]",107,107
